MarkerID,Marker No.,Title,Subtitle,Add'l Subtitle,Year Erected,Erected By,Latitude (minus=S),Longitude (minus=W),Street Address,City or Town,Section or Quarter,County or Parish,State or Prov.,Location,Missing,Link,First Published,Last Update
258807,,"Clearing-Park Shops Memorial",,,1971,,41.79244,-87.78036,,"Chicago","Garfield Ridge","Cook County","Illinois","It is at the intersection of 55th Street and Archer Avenue, on the left when traveling east on 55th Street. ",,https://www.hmdb.org/m.asp?m=258807,10/18/2024,12/17/2024
259071,,"James Marquette",,,1930,"City of Chicago",41.84398,-87.67551,"2627 South Damen Avenue","Chicago","Heart of Chicago","Cook County","Illinois","It is on Damen Avenue, ½ mile north of Stevenson Expressway (Interstate 55), on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=259071,10/21/2024,6/12/2025
259361,,"Reverend Jesse Taylor",,,2001,,41.88576,-87.76873,"5720 West Fulton Street","Chicago","Austin","Cook County","Illinois","It is on Fulton Street west of Waller Avenue, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=259361,10/24/2024,10/24/2024
259562,,"Third Unitarian Church","Erected 1937","Architects: Schweikher & Elting; addition 1956 by William B. Fyfe",1960,"Commission on Chicago Architectural Landmarks; City of Chicago",41.88589,-87.77171,"301 North Mayfield Avenue","Chicago","Austin","Cook County","Illinois","It is on Mayfield Avenue north of Fulton Street, on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=259562,10/28/2024,2/26/2025
259725,,"Resthaven Cemetery",,,1986,,41.96248,-87.92197,,"Chicago","O'Hare","DuPage County","Illinois","It is on Access Road, 0.9 miles north of Irving Park Road ( Route 19), on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=259725,10/29/2024,3/11/2025
259793,,"Pioneer Court",,,1965,"Tribune Company; Equitable Life Assurance; City of Chicago",41.89026,-87.62345,"435 North Michigan Avenue","Chicago","Magnificent Mile","Cook County","Illinois","It is on Michigan Avenue south of East Illinois Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=259793,10/30/2024,1/6/2025
259795,,"Tribune Tower Complex",,,2021,,41.89030,-87.62279,"435 North Michigan Avenue","Chicago","Magnificent Mile","Cook County","Illinois","It can be reached from Michigan Avenue near Illinois Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=259795,10/30/2024,10/30/2024
259812,,"The Bridges of Chicago","Friends of Libraries U.S.A.","Literary Landmarks Register",1990,"Friends of the Chicago Public Library",41.88858,-87.62432,,"Chicago","The Loop District","Cook County","Illinois","It is at the intersection of North Michigan Avenue and East Wacker Drive, on the right when traveling north on North Michigan Avenue. ",,https://www.hmdb.org/m.asp?m=259812,10/31/2024,10/31/2024
259820,,"Michigan Avenue Bridge and Wacker Drive Esplanade","Edward H. Bennett, architect; 1918-28","Chicago Landmark",,"Commission on Chicago Landmarks; City of Chicago",41.88857,-87.62477,,"Chicago","The Loop District","Cook County","Illinois","It is on East Wacker Drive west of North Michigan Avenue, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=259820,10/31/2024,11/7/2024
259827,,"Irv Kupcinet",,,2006,"Kupcinet Family & Friends; City of Chicago",41.88764,-87.62618,,"Chicago","The Loop District","Cook County","Illinois","It is on East Wacker Drive near North Wabash Avenue, on the right. ",,https://www.hmdb.org/m.asp?m=259827,10/31/2024,11/7/2024
259830,,"Heald Square Monument","Robert Morris • George Washington • Haym Salomon",,1941,"Patriotic Foundation of Chicago",41.88714,-87.62679,"34 E Wacker Dr","Chicago","The Loop District","Cook County","Illinois","It is at the intersection of East Wacker Drive and North Wabash Avenue, on the right when traveling west on East Wacker Drive. ",,https://www.hmdb.org/m.asp?m=259830,11/1/2024,7/5/2025
260136,,"Columbus Park",,,,"Chicago Park District",41.87475,-87.76882,"5701 West Jackson Boulevard","Chicago","Austin","Cook County","Illinois","It is on Golf Drive, 0.2 miles south of Jackson Boulevard. ",,https://www.hmdb.org/m.asp?m=260136,11/4/2024,11/14/2024
260354,,"Jens Jensen",,,1960,,41.87522,-87.76823,,"Chicago","Austin","Cook County","Illinois","It can be reached from Golf Drive, 0.2 miles south of Jackson Boulevard, on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=260354,11/6/2024,11/11/2024
260360,,"Columbus Park",,,2003,"National Park Service, United States Department of the Interior",41.87576,-87.76484,,"Chicago","Austin","Cook County","Illinois","It is at the intersection of Central Avenue and Gladys Avenue, on the right when traveling south on Central Avenue. ",,https://www.hmdb.org/m.asp?m=260360,11/6/2024,11/11/2024
260368,,"Greater Union Baptist Church",,,,"Greater Union Baptist Church",41.88237,-87.67648,"1956 West Warren Boulevard","Chicago","Near West Side","Cook County","Illinois","It is at the intersection of Warren Boulevard and Damen Avenue on Warren Boulevard. ",,https://www.hmdb.org/m.asp?m=260368,11/6/2024,1/6/2025
260396,,"East Village","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.89687,-87.67596,"832 North Winchester Avenue","Chicago","West Town","Cook County","Illinois","It is on Winchester Avenue north of Chicago Avenue, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=260396,11/7/2024,11/7/2024
260398,,"Ukrainian Village","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.90213,-87.67713,"1123 North Damen Avenue","Chicago","Ukrainian Village","Cook County","Illinois","It is on Damen Avenue west of Haddon Street, on the right when traveling north. <font color=red> Reported damaged.</font>",Reported Missing,https://www.hmdb.org/m.asp?m=260398,11/7/2024,11/7/2024
260399,,"Ukrainian Village","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.90145,-87.67745,,"Chicago","Ukrainian Village","Cook County","Illinois","It is on Thomas Street near Damen Avenue, on the left when traveling east. ",,https://www.hmdb.org/m.asp?m=260399,11/7/2024,11/7/2024
260401,,"Ukrainian Village","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.90231,-87.67979,"1134 North Hoyne Avenue","Chicago","Ukrainian Village","Cook County","Illinois","It is at the intersection of Haddon Avenue and Hoyne Avenue, on the right when traveling west on Haddon Avenue. ",,https://www.hmdb.org/m.asp?m=260401,11/7/2024,4/2/2025
260402,,"Ukrainian Village","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.90202,-87.68206,"1121 North Leavitt Street","Chicago","Ukrainian Village","Cook County","Illinois","It is on Leavitt Street near Haddon Avenue, on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=260402,11/7/2024,11/7/2024
260405,,"Ukrainian Village","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.90138,-87.68153,"2146 West Thomas Street","Chicago","Ukrainian Village","Cook County","Illinois","It is on Thomas Street east of Leavitt Street. ",,https://www.hmdb.org/m.asp?m=260405,11/7/2024,11/7/2024
260406,,"Ukrainian Village","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.90050,-87.67776,"2012 West Cortez Street","Chicago","Ukrainian Village","Cook County","Illinois","It is on Cortez Street west of Damen Avenue. ",,https://www.hmdb.org/m.asp?m=260406,11/7/2024,11/7/2024
260407,,"Ukrainian Village","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.90037,-87.68593,"2332 West Cortez Street","Chicago","Ukrainian Village","Cook County","Illinois","It is on Cortez Street east of Western Avenue. ",,https://www.hmdb.org/m.asp?m=260407,11/7/2024,11/7/2024
260408,,"Ukrainian Village","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.89867,-87.67950,"935 North Hoyne Avenue","Chicago","Ukrainian Village","Cook County","Illinois","It is at the intersection of Hoyne Avenue and Walton Street on Hoyne Avenue. ",,https://www.hmdb.org/m.asp?m=260408,11/7/2024,11/7/2024
260409,,"Ukrainian Village","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.89856,-87.68212,"2200 West Walton Street","Chicago","Ukrainian Village","Cook County","Illinois","It is at the intersection of Walton Street and Leavitt Street on Walton Street. ",,https://www.hmdb.org/m.asp?m=260409,11/7/2024,11/7/2024
260410,,"Ukrainian Village","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.89865,-87.68440,"2258 West Walton Street","Chicago","Ukrainian Village","Cook County","Illinois","It is at the intersection of Walton Street and Oakley Boulevard on Walton Street. ",,https://www.hmdb.org/m.asp?m=260410,11/7/2024,11/7/2024
260412,,"Ukrainian Village","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.89766,-87.68633,"2346 West Iowa Street","Chicago","Ukrainian Village","Cook County","Illinois","It is on Iowa Street east of Western Avenue. ",,https://www.hmdb.org/m.asp?m=260412,11/7/2024,11/7/2024
260413,,"Ukrainian Village","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.89767,-87.68395,"2248 West Iowa Street","Chicago","Ukrainian Village","Cook County","Illinois","It is on West Iowa Street east of North Oakley Boulevard. ",,https://www.hmdb.org/m.asp?m=260413,11/7/2024,5/21/2025
260414,,"Ukrainian Village","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.89772,-87.68210,"2200 West Iowa Street","Chicago","Ukrainian Village","Cook County","Illinois","It is on Iowa Street near Leavitt Street. ",,https://www.hmdb.org/m.asp?m=260414,11/7/2024,11/7/2024
260415,,"Ukrainian Village","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.89703,-87.68435,"835 North Oakley Boulevard","Chicago","West Town","Cook County","Illinois","It is on Oakley Boulevard north of Rice Street. ",,https://www.hmdb.org/m.asp?m=260415,11/7/2024,11/9/2024
261050,,"Freedom Seekers and the Underground Railroad: Ton Farm Site",,,2022,"The Little Calumet River Underground Railroad Project; National Park Service Network to Freedom; Ronald Gaines and family; William G. Pomeroy Foundation; Illinois State Historical Society.",41.65085,-87.60764,"554 East 134th Place","Chicago","Golden Gate","Cook County","Illinois","It is at the intersection of 134th Place and St. Lawrence Avenue, on the right when traveling east on 134th Place. ",,https://www.hmdb.org/m.asp?m=261050,11/17/2024,11/28/2024
261052,,"Pathways to Freedom: The Underground Railroad in Chicago",,,2022,"National Park Service Network to Freedom; Calumet Heritage Area; Chicago's Finest Marina",41.65085,-87.60767,"554 East 134th Place","Chicago","Golden Gate","Cook County","Illinois","It is at the intersection of 134th Place and St. Lawrence Avenue, on the right when traveling east on 134th Place. ",,https://www.hmdb.org/m.asp?m=261052,11/17/2024,7/5/2025
261062,,"Activists in the Anti-Slavery Movement",,,2022,"National Park Service Network to Freedom; Calumet Heritage Area; Chicago's Finest Marina",41.65060,-87.60755,"554 East 134th Place","Chicago","Golden Gate","Cook County","Illinois","It can be reached from the intersection of 134th Place and St. Lawrence Avenue, on the right when traveling east. ",,https://www.hmdb.org/m.asp?m=261062,11/17/2024,3/30/2025
261136,,"Policeman Bellinger's Cottage",,,,,41.92079,-87.63983,"2121 North Hudson Street","Chicago","Lincoln Park","Cook County","Illinois","It is on Hudson Street north of Dickens Avenue, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=261136,11/18/2024,11/28/2024
261137,,"Lazerus Averbuch",,,,,41.92105,-87.63988,"2131 North Hudson Street","Chicago","Lincoln Park","Cook County","Illinois","It is on Hudson Street north of Dickens Avenue, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=261137,11/18/2024,3/10/2025
261138,,"Lawrence S. Adler","1909-1993",,,,41.92130,-87.64025,"2134 North Hudson Street","Chicago","Lincoln Park","Cook County","Illinois","It is on Hudson Street north of Dickens Avenue, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=261138,11/18/2024,11/22/2024
261139,,"The Reverend Doctor Shelvin Jerome Hall","May 3, 1916-May 21, 2007",,2009,"Friendship Baptist Church",41.87697,-87.75518,"5200 West Jackson Boulevard","Chicago","Austin","Cook County","Illinois","It is at the intersection of Laramie Avenue and Jackson Boulevard, on the right when traveling south on Laramie Avenue. ",,https://www.hmdb.org/m.asp?m=261139,11/18/2024,12/3/2024
261140,,"James Connolly",,,2008,"Irish/American Labor Council of Chicago",41.88265,-87.66655,,"Chicago","West Loop","Cook County","Illinois","It is on Ashland Avenue near Warren Boulevard, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=261140,11/18/2024,11/18/2024
261141,,"John Lothrop Motley Public School","John J. Flanders, architect (original building), Normand Smith Patton, architect (additions)","Chicago Landmark",,"Commission on Chicago Landmarks; City of Chicago",41.89555,-87.66127,"739 North Ada Street","Chicago","West Town","Cook County","Illinois","It is on Ada Street south of Chicago Avenue. ",,https://www.hmdb.org/m.asp?m=261141,11/18/2024,11/18/2024
261143,,"Pulaski Park Fieldhouse","William Carbys Zimmerman, architect; 1912-1914","Chicago Landmark",,"Commission on Chicago Landmarks; City of Chicago",41.90696,-87.66346,"1419 West Blackhawk Street","Chicago","West Town","Cook County","Illinois","It can be reached from Blackhawk Street near Cleaver Street, on the right. ",,https://www.hmdb.org/m.asp?m=261143,11/18/2024,11/18/2024
261144,,"Cherry Avenue Bridge","Chicago, Milwaukee & St. Paul Railway Bridge No. Z-2","Completed in 1902; Rehabilitated in 2009",2009,"City of Chicago",41.91057,-87.65559,,"Chicago","Goose Island","Cook County","Illinois","It is on North Avenue (Illinois Route 64) 0.1 miles west of Kingsbury Street, on the right when traveling east. ",,https://www.hmdb.org/m.asp?m=261144,11/18/2024,2/21/2025
261148,,"St. Michael Archangel",,,1959,"St. Michael Post No. 201, Catholic War Veterans U.S.A.",41.91284,-87.64067,"1633 North Cleveland Avenue","Chicago","Old Town Triangle","Cook County","Illinois","It is on Eugenie Street near St. Michael's Court. ",,https://www.hmdb.org/m.asp?m=261148,11/18/2024,11/18/2024
261151,,"Albert and Lucy Parsons","Labor activists","Chicago Tribute",1997,"City of Chicago",41.91684,-87.64249,"1908 North Mohawk Street","Chicago","Old Town","Cook County","Illinois","It is on Mohawk Street north of Wisconsin Street, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=261151,11/18/2024,2/14/2025
261155,,"Centennial Building",,,,,41.91843,-87.64145,"500 West Armitage Avenue","Chicago","Lincoln Park","Cook County","Illinois","It is at the intersection of Armitage Avenue and Cleveland Avenue, on the right when traveling west on Armitage Avenue. ",,https://www.hmdb.org/m.asp?m=261155,11/18/2024,11/18/2024
261156,,"Centennial Building",,,,,41.91843,-87.64157,"502 West Armitage Avenue","Chicago","Lincoln Park","Cook County","Illinois","It is on Armitage Avenue west of Cleveland Street, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=261156,11/18/2024,11/18/2024
261157,,"Centennial Building",,,,,41.91843,-87.64175,"508 West Armitage Avenue","Chicago","Lincoln Park","Cook County","Illinois","It is on Armitage Avenue west of Cleveland Avenue. ",,https://www.hmdb.org/m.asp?m=261157,11/18/2024,11/18/2024
261158,,"Old Town Triangle District","Chicago Landmark",,,"Commission on Chicago Historical and Architectural Landmarks; City of Chicago",41.91482,-87.63500,,"Chicago","Old Town Triangle","Cook County","Illinois","It is on Wells Street near Menomonee Street, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=261158,11/18/2024,11/25/2024
261159,,"Henry Gerber House",,,2015,"United States Department of the Interior",41.91323,-87.63588,"1710 North Crilly Court","Chicago","Old Town","Cook County","Illinois","It is on Crilly Court near Eugenie Street. ",,https://www.hmdb.org/m.asp?m=261159,11/18/2024,11/26/2024
261186,,"Ella Jenkins Park","Dedicated 2015",,2015,"Old Town Triangle Association; Lincoln Central Association; Alderman Michele Smith",41.91644,-87.63862,,"Chicago","Old Town Triangle","Cook County","Illinois","It is at the intersection of Wisconsin Street and Sedgwick Street on Wisconsin Street. ",,https://www.hmdb.org/m.asp?m=261186,11/19/2024,11/19/2024
261187,,"Old Town Triangle","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.91421,-87.63547,,"Chicago","Old Town","Cook County","Illinois","It is on Crilly Court near Willow Street. ",,https://www.hmdb.org/m.asp?m=261187,11/19/2024,11/19/2024
261188,,"1830 N. Lincoln Ave.",,,,,41.91579,-87.63540,"1830 North Lincoln Avenue","Chicago","Old Town","Cook County","Illinois","It is on Lincoln Avenue near Wells Street. ",,https://www.hmdb.org/m.asp?m=261188,11/19/2024,11/19/2024
261189,,"Armitage-Halsted","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.91810,-87.64919,"815 West Armitage Avenue","Chicago","Lincoln Park","Cook County","Illinois","It is on Armitage Avenue west of Halsted Street. <font color=red> Reported unreadable.</font>",Reported Missing,https://www.hmdb.org/m.asp?m=261189,11/19/2024,11/19/2024
261199,,"St. James Church Crosses",,,,"St. James Lutheran Church",41.91987,-87.65115,"2050 North Fremont Street","Chicago","Lincoln Park","Cook County","Illinois","It is at the intersection of Dickens Street and Fremont Street, on the left when traveling west on Dickens Street. ",,https://www.hmdb.org/m.asp?m=261199,11/19/2024,11/19/2024
261200,,"Fremont Row Houses","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.92005,-87.65108,"2100 N Fremont St","Chicago","Lincoln Park","Cook County","Illinois","It is at the intersection of North Fremont Street and Dickens Avenue, on the right when traveling south on North Fremont Street. ",,https://www.hmdb.org/m.asp?m=261200,11/19/2024,11/19/2024
261202,,"Bissell Street","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.92047,-87.65231,"2116 North Bissell Street","Chicago","Lincoln Park","Cook County","Illinois","It is on Bissell Street north of Dickens Avenue. ",,https://www.hmdb.org/m.asp?m=261202,11/19/2024,11/19/2024
261203,,"Bissell Street","Chicago Landmark District",,,,41.92130,-87.65228,"2140 North Bissell Street","Chicago","Lincoln Park","Cook County","Illinois","It is on W south of Webster Avenue, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=261203,11/19/2024,11/19/2024
261207,,"Fremont Row Houses","Chicago Landmark District",,,,41.92155,-87.65114,"901 West Webster Avenue","Chicago","Lincoln Park","Cook County","Illinois","It is on Fremont Street near Webster Avenue. ",,https://www.hmdb.org/m.asp?m=261207,11/19/2024,11/19/2024
261208,,"Robert Berkhoff","August 2, 1939 - August 4, 1991",,,,41.92453,-87.65020,"800 West Chalmers Place","Chicago","Lincoln Park","Cook County","Illinois","It is on Chalmers Place, in the median. ",,https://www.hmdb.org/m.asp?m=261208,11/19/2024,4/2/2025
261213,,"McCormick Row House District","1884-1889","Chicago Landmark",,"Commission on Chicago Historical and Architectural Landmarks; City of Chicago",41.92453,-87.65001,"834 N Chalmers Pl","Chicago","Lincoln Park","Cook County","Illinois","It is on Chalmers Place, in the median. ",,https://www.hmdb.org/m.asp?m=261213,11/19/2024,1/13/2025
261216,,"Little Fort Road",,,1937,"Chicago's Charter Jubilee",41.92507,-87.64804,"2335 North Lincoln Avenue","Chicago","Lincoln Park","Cook County","Illinois","It is on Lincoln Avenue south of Fullerton Avenue. ",,https://www.hmdb.org/m.asp?m=261216,11/19/2024,5/27/2025
261226,,"Kaufmann Store and Flats","Adler & Sullivan, architect; 1883-87","Chicago Landmark",,"Commission on Chicago Landmarks; City of Chicago",41.92403,-87.64701,"2312 North Lincoln Avenue","Chicago","Lincoln Park","Cook County","Illinois","It is on North Lincoln Avenue north of Belden Avenue. ",,https://www.hmdb.org/m.asp?m=261226,11/19/2024,11/19/2024
261228,,"Original Site of The Children's Memorial Hospital",,,,,41.92349,-87.64853,"2247 North Halsted Street","Chicago","Lincoln Park","Cook County","Illinois","It is at the intersection of Halsted Street and Belden Avenue on Halsted Street. ",,https://www.hmdb.org/m.asp?m=261228,11/19/2024,11/29/2024
261230,,"Richard Fassl",,,,,41.92543,-87.64623,,"Chicago","Lincoln Park","Cook County","Illinois","It is at the intersection of Fullerton Avenue and Orchard Street, on the right on Fullerton Avenue. ",,https://www.hmdb.org/m.asp?m=261230,11/19/2024,1/13/2025
261232,,"Arlington-Deming","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.92729,-87.64648,,"Chicago","Lincoln Park","Cook County","Illinois","It is on Orchard Street south of Deming Place, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=261232,11/19/2024,11/19/2024
261233,,"Arlington-Deming","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.92679,-87.64518,"630 1/2 West Arlington Place","Chicago","Lincoln Park","Cook County","Illinois","It is on Arlington Place west of Geneva Terrace when traveling east. ",,https://www.hmdb.org/m.asp?m=261233,11/19/2024,11/19/2024
261234,,"Arlington-Deming","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.92691,-87.64190,"512 West Arlington Place","Chicago","Lincoln Park","Cook County","Illinois","It is on Arlington Place west of Clark Street, on the left when traveling east. ",,https://www.hmdb.org/m.asp?m=261234,11/19/2024,11/19/2024
261236,,"Theurer/Wrigley House","Richard E. Schmidt, architect; 1896","Chicago Landmark",,"Commission on Chicago Historical and Architectural Landmarks; City of Chicago",41.92746,-87.63932,"2466 North Lakeview Avenue","Chicago","Lincoln Park","Cook County","Illinois","It is on Lakeview Avenue near Arlington Place. ",,https://www.hmdb.org/m.asp?m=261236,11/19/2024,11/21/2024
261246,,"National Shrine of Saint Francis Xavier Cabrini",,,,,41.92886,-87.63941,"2520 North Lakeview Avenue","Chicago","Lincoln Park","Cook County","Illinois","It is at the intersection of Lakeview Avenue and St. James Place, on the right when traveling south on Lakeview Avenue. ",,https://www.hmdb.org/m.asp?m=261246,11/20/2024,11/20/2024
261263,,"Lincoln Park",,,,"Chicago Park District",41.92980,-87.63913,,"Chicago","Lincoln Park","Cook County","Illinois","It is on Lakeview Avenue near St. James Place, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=261263,11/20/2024,11/20/2024
261265,,"Francis J. Dewes House","Adolph Cudell & Arthur Hercz, architects; 1896","Chicago Landmark",,"Commission on Chicago Historical and Architectural Landmarks; City of Chicago",41.93057,-87.64154,"503 West Wrightwood Avenue","Chicago","Lincoln Park","Cook County","Illinois","It is at the intersection of Wrightwood Avenue and Hampden Court on Wrightwood Avenue. ",,https://www.hmdb.org/m.asp?m=261265,11/20/2024,6/25/2025
261270,,"August Dewes House","Adolph Cudell and Arthur Hercz, architects; 1894-96","Chicago Landmark",,"Commission on Chicago Landmarks; City of Chicago",41.93057,-87.64154,"509 West Wrightwood Avenue","Chicago","Lincoln Park","Cook County","Illinois","It is at the intersection of West Wrightwood Avenue and North Hampden Court on West Wrightwood Avenue. ",,https://www.hmdb.org/m.asp?m=261270,11/20/2024,2/9/2025
261279,,"Newport Avenue","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.94455,-87.65300,"924 West Newport Avenue","Chicago","Lakeview","Cook County","Illinois","It is on Newport Avenue, 0.1 miles east of Sheffield Avenue, on the left when traveling east. ",,https://www.hmdb.org/m.asp?m=261279,11/20/2024,11/20/2024
261280,,"Newport Avenue","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.94455,-87.64972,"808 West Newport Avenue","Chicago","Lakeview","Cook County","Illinois","It is on Newport Avenue west of Halsted Street, on the left when traveling east. ",,https://www.hmdb.org/m.asp?m=261280,11/20/2024,11/20/2024
261281,,"42nd Precinct/Town Hall Police Station","Unknown architect; 1907","Chicago Landmark",,"Commission on Chicago Landmarks; City of Chicago",41.94745,-87.64989,"800 West Addison Street","Chicago","Lakeview","Cook County","Illinois","It is on Addison Street west of Halsted Street, on the right. ",,https://www.hmdb.org/m.asp?m=261281,11/20/2024,4/29/2025
261285,,"Ryne Sandberg","""Ryno""",,2024,"Chicago Cubs",41.94847,-87.65690,"1060 West Addison Street","Chicago","Lakeview","Cook County","Illinois","It is on North Clark Street, 0.1 miles north of Addison Street. ",,https://www.hmdb.org/m.asp?m=261285,11/20/2024,6/26/2025
261287,,"Ron Santo",,,2011,"Chicago Cubs",41.94847,-87.65696,"1060 West Addison Street","Chicago","Lakeview","Cook County","Illinois","It is on North Clark Street, 0.1 miles north of Addison Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=261287,11/20/2024,11/20/2024
261320,,"""Sweet-Swinging"" Billy Williams",,,2010,"Chicago Cubs",41.94847,-87.65701,"1060 West Addison Street","Chicago","Lakeview","Cook County","Illinois","It is on North Clark Street, 0.1 miles north of Addison Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=261320,11/20/2024,11/20/2024
261322,,"Ferguson Jenkins","""Fergie""",,2022,"Chicago Cubs",41.94845,-87.65718,"1060 West Addison Street","Chicago","Lakeview","Cook County","Illinois","It is on North Clark Street, 0.1 miles north of Addison Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=261322,11/20/2024,5/25/2025
261324,,"Alta Vista Terrace","1900-1904","Chicago Landmark",,"Commission on Chicago Historical and Architectural Landmarks; City of Chicago",41.95259,-87.65660,,"Chicago","Lakeview","Cook County","Illinois","It is at the intersection of Byron Street and Alta Vista Terrace, on the right when traveling west on Byron Street. ",,https://www.hmdb.org/m.asp?m=261324,11/21/2024,12/30/2024
261326,,"Alta Vista Terrace",,,,"Commission on Chicago Historical and Architectural Landmarks; City of Chicago",41.95122,-87.65644,,"Chicago","Lakeview","Cook County","Illinois","It is at the intersection of Alta Vista Terrace and Grace Street on Alta Vista Terrace. ",,https://www.hmdb.org/m.asp?m=261326,11/21/2024,12/30/2024
261343,,"Pattington","Built 1904",,,,41.95478,-87.64741,"668 West Irving Park Road","Chicago","Buena Park","Cook County","Illinois","It is on Irving Park Road (Illinois Route 19) north of Pine Grove Avenue, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=261343,11/21/2024,11/21/2024
261345,,"Immaculata High School and Convent Buildings","Barry Byrne, architect; 1922; 1955 and 1956","Chicago Landmark",,"Commission on Chicago Historical and Architectural Landmarks; City of Chicago",41.95490,-87.64635,"640 West Irving Park Road","Chicago","Buena Park","Cook County","Illinois","It is on Irving Park Road (Illinois Route 19) 0.1 miles west of DuSable Lake Shore Drive (U.S. 41). ",,https://www.hmdb.org/m.asp?m=261345,11/21/2024,7/5/2025
261352,,"Albert F. Madlener House","Richard E. Schmidt, architect; Hugh Garden, designer; 1902","Chicago Landmark",,"Commission on Chicago Historical and Architectural Landmarks; City of Chicago",41.90960,-87.62926,"4 West Burton Place","Chicago","Gold Coast","Cook County","Illinois","It is on Burton Place near State Parkway. ",,https://www.hmdb.org/m.asp?m=261352,11/21/2024,11/21/2024
262319,,"Robert W. Roloson Houses","Frank Lloyd Wright, architect; 1894","Chicago Landmark",,"Commission on Chicago Historical and Architectural Landmarks; City of Chicago",41.83592,-87.61816,"3219 South Calumet Avenue","Chicago","Douglas (Bronzeville)","Cook County","Illinois","It is on Calumet Avenue, 0.1 miles north of 33rd Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=262319,12/6/2024,12/6/2024
262700,,"Headquarters of the Chicago and Northeast Illinois District Council of Carpenters",,,2002,"Chicago and Northeast Illinois District Council of Carpenters",41.89423,-87.62767,"12 East Erie Street","Chicago","River North","Cook County","Illinois","It is on Erie Street east of State Street, on the left when traveling east. ",,https://www.hmdb.org/m.asp?m=262700,12/11/2024,12/11/2024
262704,,"Daniel Chester French","Victory, 1921-24","Signed: ""D.C. French Roman Bronze Works, N.Y.""",,,41.89402,-87.62740,"25 East Erie Street","Chicago","River North","Cook County","Illinois","It is on East Erie Street west of Wabash Avenue. ",,https://www.hmdb.org/m.asp?m=262704,12/11/2024,5/26/2025
262724,,"Ransom R. Cable House","Cobb and Frost, architects; 1886","Chicago Landmark",,"Commission on Chicago Landmarks; City of Chicago",41.89402,-87.62733,"25 East Erie Street","Chicago","River North","Cook County","Illinois","It is on Erie Street east of Wabash Avenue, on the right when traveling east. ",,https://www.hmdb.org/m.asp?m=262724,12/11/2024,12/11/2024
